Modeled,Actual
1.1397073391843204,1.5000000000000002
0.5329489153852535,0.40000000000000013
0.9329828986517249,0.8999999999999999
0.8284192313160325,0.6999999999999998
0.1401352384158973,0.20000000000000007
0.3483046943609662,0.40000000000000013
1.1019592113356307,1.1999999999999997
1.1387804759641067,1.3
1.2158425028282556,0.8999999999999999
0.4123231244181906,0.40000000000000013
0.3036378741388268,0.10000000000000003
0.9725256048642974,0.8000000000000003
0.5691545681697078,0.3000000000000001
0.5530397608305762,0.40000000000000013
2.2176889732217044,2.0
1.1575518815454608,1.1999999999999997
1.330226512517069,1.1999999999999997
1.1669944215342822,1.0999999999999999
0.8937219004335775,0.8000000000000003
0.9470417839812925,0.6000000000000002
1.893271497501114,1.8000000000000005
1.801645450748009,2.3
1.3555997024952589,1.3
1.330499382964297,1.1999999999999997
0.5566440948922632,0.4999999999999999
1.8327454059218533,1.7
1.3196085531412889,1.3
1.6569834259496121,1.5000000000000002
1.906054045053538,1.7
1.4721356607270097,1.3
1.746441444761767,1.7
1.623343004468178,1.9000000000000001
2.6076195550858365,2.8999999999999995
2.518806520823594,2.3
1.5661763490121643,1.5000000000000002
1.9362250042855669,1.8000000000000005
1.7563130266222442,1.7
1.8925550594827771,1.8000000000000005
1.9178538524958444,1.8000000000000005
2.0182513131164854,1.9000000000000001
1.9943484062355201,2.0
2.351183164581154,2.3
2.5991445259518997,2.6
2.4602776230627414,2.6
2.4563392014550174,2.5
2.738309122638504,2.7999999999999994
1.9667594260784294,2.2000000000000006
2.8906467059282073,3.1000000000000005
3.136180114783027,3.7
2.948542482934929,3.3
3.394061282681157,3.6
2.7698660667062325,2.8999999999999995
2.664191993095576,2.7999999999999994
2.8408962187145828,2.8999999999999995
3.050554671739997,3.2000000000000006
3.2671460679797693,3.3999999999999995
2.937402737526235,3.3
2.3721386364630113,2.7
2.726886964849032,2.6
1.2502036193165744,1.0000000000000002
1.2346475812885158,1.0999999999999999
1.3826600539971434,1.3
2.6582795358699887,2.7
2.407800125023548,2.3
2.7385233539808245,2.7
3.5877738153342786,3.3999999999999995
2.957413291204295,3.1000000000000005
4.047822435939011,4.000000000000001
6.999505164159601,6.8
4.502913479923164,4.7
4.090800497541558,4.1
3.7144382529861018,3.8
4.280785084251748,4.4
4.092142717621207,4.3
5.0253438503037104,5.0
4.205348924956713,4.4
4.579729273024559,4.499999999999999
5.161148694909632,5.1000000000000005
5.73087510017261,5.599999999999999
6.276757873808296,6.200000000000002
6.378637179290025,6.3
6.305802333058519,6.600000000000001
6.32191475670523,6.700000000000001
4.750209386680777,5.1000000000000005
5.030720612570001,5.3
7.334823847729722,7.400000000000002
8.972135388405565,9.3
5.418543537966749,5.800000000000001
6.55461299794181,6.700000000000001
6.6389278165225525,6.8
6.948125915438519,7.0
7.090727310267175,7.200000000000002
6.914991203170074,7.1
6.515280086183988,6.500000000000001
6.930023959650196,7.0
6.134537854773915,6.400000000000002
7.24386468979884,7.200000000000002
9.55300392756211,9.5
5.9798471137014175,6.400000000000002
7.030595807588298,7.0
7.56046099122428,7.400000000000002
8.485064970135552,8.400000000000002
6.413028598957484,6.700000000000001
4.2136887928893465,4.4
1.209933716764472,0.8000000000000003
1.6121228044770601,1.8000000000000005
2.4209765683217093,2.5
5.54121643323596,5.599999999999999
5.162462752872832,5.3
2.2548565857184224,2.0999999999999996
4.0396434724585255,4.2
5.183930334940406,5.2
2.1000002485226106,2.0999999999999996
2.7686485722237233,2.8999999999999995
4.7258213518338374,5.0
5.874458622781691,6.200000000000002
5.500752272914678,5.599999999999999
5.9696310518322555,6.000000000000001
4.994259355393463,5.3
8.329380643802802,8.2
9.762925226085619,8.800000000000002
8.137839380416416,8.100000000000001
7.054927416780282,7.200000000000002
7.538321264957902,7.700000000000001
7.665032900898455,7.9
4.371139581764126,4.499999999999999
4.126167577629656,4.3
2.7807024114614314,2.8999999999999995
5.014905088096362,5.500000000000001
6.283645529868617,6.600000000000001
8.412614437642475,8.400000000000002
9.159759596575288,9.2
11.588094524785284,11.0
10.260322508500511,10.2
8.400117058426796,8.700000000000001
10.930352895467804,10.5
5.526189172369952,5.4
8.184539768143905,8.0
8.443480799998568,8.800000000000002
9.697148041318254,9.900000000000002
11.66389929298957,11.1
13.585432488488234,13.700000000000001
11.559576726113248,11.7
11.049952859506845,11.199999999999998
11.571200951636024,11.599999999999998
9.931138676629901,10.0
10.126697112373739,10.1
10.125723566771953,10.1
7.2420133062814305,7.400000000000002
8.4479149709211,8.400000000000002
8.789564558296794,9.0
8.735834195062768,9.0
8.909044558128569,9.2
12.443881066671658,12.5
10.983126564978349,11.1
8.658409010016967,8.900000000000002
9.226228970617983,9.2
7.139138040254747,7.400000000000002
7.584957181265908,7.8
8.251307850439526,8.6
10.454883628555272,10.4
9.696988201632127,10.0
10.765172179404878,10.8
9.589561500563162,10.0
10.96192890206337,10.9
11.69639509513346,11.599999999999998
12.325477713140472,12.400000000000002
10.455488250330848,10.5
10.897954895229033,11.0
12.23697247495993,12.3
13.33102801281527,13.1
9.227148679575192,9.5
9.927300949864062,10.2
9.884608168379573,9.900000000000002
9.404979908872889,9.4
9.395105980958762,9.6
11.08005805589697,11.199999999999998
13.259804687569057,13.8
14.532548655126837,15.6
13.718877225237122,14.4
12.505703423100712,12.800000000000002
11.6651476952294,11.599999999999998
13.371480379867934,13.4
13.889373180341517,14.2
13.566558441042083,14.100000000000001
13.6434505247112,14.100000000000001
13.003890134283724,13.4
13.013005359660083,13.5
12.982627451191844,13.4
13.69901027248761,14.3
12.816708544091671,12.800000000000002
13.999422531500473,14.4
13.06991936065614,13.3
11.99290117728226,12.2
11.596645449398546,11.8
13.455831546221475,13.9
12.11812775630815,12.400000000000002
12.023249484436828,12.3
12.840453730680853,12.7
13.216838194970547,13.4
13.23843035915917,13.3
13.235339315997276,13.1
13.36619813500101,13.4
13.157897824003825,13.2
12.755193214507758,12.6
13.232340907544723,13.5
13.229760272506638,13.6
13.69143452098903,13.9
14.279089414611065,14.900000000000002
13.863324019424033,14.3
12.424903007141259,12.3
13.020364821600646,12.800000000000002
11.846164496519188,11.9
12.435421796494115,12.400000000000002
12.200104727132274,12.000000000000002
10.427408065403043,10.5
9.773560160105964,9.700000000000001
11.565349587748612,11.199999999999998
9.05099285170258,9.2
9.590250751570775,9.700000000000001
12.176349933231045,12.000000000000002
11.8275136538323,11.7
11.517038765401143,11.199999999999998
9.42285948955833,9.4
9.251961228318882,9.2
9.15096370028823,9.3
9.837961921220597,9.900000000000002
9.225579100456413,9.2
10.464665643211392,10.4
12.065811819337764,12.000000000000002
11.71148987150057,11.5
11.304621883180454,10.8
11.150812615063252,10.8
10.839116545215889,10.7
10.327367299427836,10.2
10.550731812198618,10.8
9.746112931536024,9.8
8.258582129168216,8.2
12.383941023505724,12.000000000000002
12.528844129888368,12.3
12.063189677817011,12.3
11.608292624951366,11.7
11.771453768134833,11.1
11.879739396814934,11.5
11.754840123890014,11.7
11.487837205986695,11.5
10.933305175150647,10.8
10.748655722014183,10.299999999999999
10.578470630624404,10.1
10.578779269191921,10.299999999999999
10.043718598469077,9.700000000000001
9.264045434283961,9.3
7.870295858005882,8.0
7.784944232569636,7.9
8.382083318916006,8.5
8.815086727070016,8.800000000000002
8.500489138370206,8.5
8.533973658071304,8.6
9.048949935294814,8.900000000000002
7.767870750233645,8.100000000000001
8.511710500390217,8.700000000000001
7.799020458265953,7.9
8.60763815384303,8.400000000000002
6.09229935025165,6.500000000000001
6.1473743974870185,6.400000000000002
6.018263291470776,6.400000000000002
6.85289825729135,7.1
7.068915760757536,7.1
5.69380760559386,6.1000000000000005
6.171819926640277,6.600000000000001
6.353654135674411,6.700000000000001
6.6189412276847674,6.8
6.627971549778895,6.600000000000001
7.7131511161433,7.500000000000001
8.496093176625106,8.3
6.352568686707066,6.700000000000001
5.750702976993522,5.700000000000001
6.584247184018485,6.500000000000001
5.198073690583354,5.3
4.530478110795322,4.599999999999999
4.096171386420015,4.3
5.062144366805362,5.1000000000000005
5.510847499438781,5.500000000000001
6.957995932408194,7.0
5.618115069515537,5.700000000000001
4.081602047189244,4.2
3.6972674150517446,4.000000000000001
3.592809047302156,3.8
3.998981706262662,4.000000000000001
4.899129062853265,4.9
5.342568272947497,5.2
6.326494975588459,6.3
5.3125450784233745,5.2
5.2413182214114915,5.1000000000000005
4.743664680047346,4.8
5.099800720212828,5.1000000000000005
4.324203137192942,4.3
4.694271934002489,4.7
4.510923498215759,4.599999999999999
2.8301322953478603,3.0000000000000004
1.9770107596226243,2.0999999999999996
2.5020059352722788,2.7
2.6910571824500553,2.7999999999999994
3.0551032136001215,3.2000000000000006
3.644674063287448,3.7
2.62956444593141,2.7
3.0035496618647177,3.0000000000000004
3.1471528968232647,3.3
2.881750873836769,2.8999999999999995
3.536640802273994,3.9000000000000004
2.2601035974145924,2.6
1.892194179836117,1.9000000000000001
2.2622741556724204,2.4
3.128827924318996,3.3999999999999995
2.076060425176468,2.3
2.350094002626195,2.5
1.4309202915295611,1.5999999999999999
1.86683589792433,1.9000000000000001
1.6806833865255733,1.5999999999999999
0.5914160025844575,0.6000000000000002
1.7402822980821913,1.8000000000000005
1.344398708300736,1.3999999999999997
1.4651891645959498,1.3999999999999997
1.50054224589233,1.5000000000000002
1.630235483898523,1.7
1.9234495408652474,2.0
1.5262958237602982,2.0
1.6518287214568894,1.7
0.1684399566965978,0.20000000000000007
0.2351138216551372,0.3000000000000001
1.2164070393707451,1.0000000000000002
0.10910280399964158,0.10000000000000003
1.182371710347338,1.0999999999999999
1.2793790808979817,1.0999999999999999
0.925909150434569,0.8000000000000003
0.6116240789882695,0.6000000000000002
0.6342943293353029,0.4999999999999999
0.6494744969711406,0.6000000000000002
0.6183868910016117,0.4999999999999999
0.5954525930693727,0.4999999999999999
0.11858743834349758,0.10000000000000003
0.4019695650948013,0.40000000000000013
0.6431517316490337,0.6000000000000002
1.1778244088561738,1.1999999999999997
0.9464652836062155,0.8999999999999999
1.5535849169993987,1.3999999999999997
0.7541708841037861,0.6999999999999998
0.8031062650241505,0.8999999999999999
0.8002305403086923,1.7
0.3711641345482418,0.40000000000000013
0.45610995463907855,0.3000000000000001
0.6699402534834981,0.6000000000000002
0.6064174510275504,0.6000000000000002
0.9289754074300212,0.8000000000000003
1.3370720681269195,1.3999999999999997
0.6224873273315767,0.4999999999999999
0.9437304431572178,1.0999999999999999
1.1727827229981562,1.1999999999999997
0.7392377222161504,0.8999999999999999
0.5355984644184305,0.4999999999999999
0.4935531826260754,0.6000000000000002
0.23659450936502863,0.3000000000000001
0.472913383043265,0.4999999999999999
0.29176175812018174,0.3000000000000001
0.6949572566333208,0.6999999999999998
0.2789975793514165,0.4999999999999999
0.4960400779402017,0.6000000000000002
0.03165987271879677,0.10000000000000003
0.2267538426504222,0.20000000000000007
0.6419215333286367,0.4999999999999999
1.494539452708198,1.5000000000000002
1.2267393922667844,1.1999999999999997
0.45359294362451325,0.3000000000000001
0.9029095667410362,0.8999999999999999
0.9466287933741616,0.8999999999999999
0.8038359050702534,0.8999999999999999
1.007966254785181,1.0000000000000002
1.3229845862601326,1.3
0.4242908037994964,0.4999999999999999
0.44887735019621633,0.40000000000000013
0.8983811022468727,0.8999999999999999
0.6831021474684386,0.8000000000000003
0.8172596470356892,0.8999999999999999
0.8491385541064929,0.8999999999999999
1.076764493888791,1.0000000000000002
0.8879925446962439,0.8999999999999999
1.3505224314133637,1.3999999999999997
0.577975172701059,0.4999999999999999
1.7536695353687206,1.7
0.8086403372132901,0.8000000000000003
1.676303472766179,1.7
1.545186871958597,1.5999999999999999
1.4557739332429467,1.5000000000000002
1.4009186413715824,1.3999999999999997
2.0549897718168655,2.0
1.936392197442021,2.0
0.9689365331160207,1.0000000000000002
1.630662471628569,1.7
0.7216232466818373,0.8000000000000003
1.0439467462468377,1.0999999999999999
1.4587422804368673,1.5000000000000002
1.0713961741727258,1.3
1.9753521655146227,2.0
0.20417033065392504,0.6000000000000002
1.232574442777687,1.1999999999999997
0.6538310584923153,0.4999999999999999
0.7323882421945963,0.8000000000000003
0.8242004866078747,0.8999999999999999
1.8325810267245546,1.9000000000000001
1.7721219113117606,1.9000000000000001
2.231549417097768,2.3
2.361040747077026,2.4
1.9426000649323165,2.0999999999999996
1.4108080399319463,1.5000000000000002
1.9271602300869286,2.0
2.410996933974696,2.5
2.6952457053453625,2.7
3.4214060483300717,3.3999999999999995
1.8825354116078548,2.0
1.2678378080900465,1.1999999999999997
2.3780944397566826,2.5
3.209153576591602,3.3
2.7005902133741793,2.8999999999999995
2.4816265822632975,2.5
2.055562044718876,2.0999999999999996
3.6296434067670535,3.1000000000000005
2.2212450177423038,2.7
2.571211294414768,2.6
2.9841294387724258,3.0000000000000004
2.607465825834353,2.6
2.0700734051195284,1.9000000000000001
3.057425132232623,2.7999999999999994
4.524380913183586,5.1000000000000005
4.19836015634675,4.1
4.798851613111349,4.599999999999999
5.44324294722296,5.3
5.131042441146152,4.7
2.726077850620973,2.7999999999999994
2.114254068081383,2.2000000000000006
3.5797208305985277,3.7
3.0152588867782915,3.1000000000000005
4.149860861105477,4.3
3.8968623558020297,3.7
3.7429271922480165,3.7
4.502368519856239,4.499999999999999
3.976443761824318,3.9000000000000004
3.707122933814575,3.7
3.2698643057569377,3.3999999999999995
3.4637618952191755,3.6
3.809343025854092,4.2
3.723857237924331,4.000000000000001
6.005773205409366,5.9
5.846788990999908,5.599999999999999
4.797420513411774,5.2
5.157285126979532,5.3
7.683348216772515,7.400000000000002
6.0543040101984875,6.1000000000000005
7.729757256824182,7.200000000000002
5.513712718363655,5.700000000000001
6.354992764217671,6.3
7.484911006615198,7.200000000000002
7.333480411918208,7.1
7.942734881917196,7.6000000000000005
8.535407351340352,8.100000000000001
9.823937680957014,9.2
7.9558564677089505,8.0
7.673488019677954,7.0
8.111273709293755,7.9
7.648382790914867,7.400000000000002
7.2484700262179755,7.400000000000002
6.567458687480294,6.600000000000001
8.306971500254338,8.100000000000001
7.296152906152572,7.3
8.199536536194758,8.2
8.061941899081322,8.100000000000001
7.864525956411109,8.0
8.417748517685636,8.2
5.979967318301301,6.1000000000000005
5.703513577927006,5.700000000000001
5.256873527196116,5.3
4.618296336180026,5.0
7.869113231294623,7.8
7.823929982478111,7.9
6.565350219072715,6.700000000000001
8.665312529266993,8.5
9.56157039473586,9.6
10.719747010150577,10.6
10.524425901097889,10.5
10.623666240183098,10.4
10.592931479887188,10.6
10.18691037236096,10.1
10.193305897590738,10.2
12.533087475630719,12.3
3.9272849977611695,4.599999999999999
4.281238564432284,4.7
3.7890126640225468,4.1
8.6980375357353,8.700000000000001
8.402991351435722,8.3
6.937261860755715,7.6000000000000005
9.892704197922813,10.0
11.689088034774896,11.0
12.102508610749597,11.7
10.04955370911498,10.1
10.023167525311163,9.900000000000002
11.53443396647415,11.3
9.990896589031443,9.900000000000002
11.994846009127226,11.9
12.143423885928268,11.7
11.855918310198199,11.7
11.493128032315244,11.5
12.318419366452057,12.3
11.534543386556152,11.4
9.769081376868721,9.4
9.533333302447463,9.8
11.631056595559501,11.7
13.772347637773409,14.2
11.428701921288816,11.5
12.768198162243706,12.6
7.74892716898748,8.0
8.21054279499462,8.6
10.783917923618544,11.0
10.209984897833046,10.1
10.199069498681434,10.2
12.65873041560508,12.3
10.271649278411534,10.299999999999999
11.01194879151751,11.0
10.981837395820767,11.1
13.227177913846088,13.700000000000001
13.437227820901137,13.700000000000001
13.491291278586012,13.8
13.804421972023793,14.4
13.487534809102538,14.100000000000001
13.965278017535177,14.8
14.124077624110368,14.900000000000002
12.680563120026346,13.2
12.40708186320815,12.400000000000002
13.961055130570525,14.0
13.741490955049242,14.100000000000001
10.905042740431622,11.3
11.124923763577739,11.3
11.87113095972986,11.9
11.213589101254914,11.1
11.095759487481004,11.0
10.678755370050892,10.8
11.875406771578488,12.000000000000002
13.248764556006664,13.6
12.832496109173789,13.0
13.350543243816544,13.700000000000001
14.211870273086777,15.1
13.99126883141324,14.8
13.658636832004282,13.9
14.380361877059565,15.2
14.619939758406213,15.9
14.127142520525439,14.8
13.625733625472577,14.0
13.198202254409994,13.6
12.928278141578865,13.4
13.222896428701462,13.700000000000001
14.170986719394381,15.1
13.832756358156079,14.4
13.239567697052896,13.6
12.342086025662432,12.6
13.210458956637023,13.6
14.316042057530133,15.300000000000002
13.169537113141777,13.5
11.694867264406271,11.4
13.31437488111641,13.4
13.853485777086203,14.500000000000002
14.322046399024355,15.2
14.358186808198234,14.900000000000002
13.469582069847656,13.8
13.439943601767345,13.6
13.517720702340245,13.6
12.333314845923628,12.400000000000002
13.092599745279712,13.2
13.770948197756063,14.100000000000001
12.511917630200173,12.6
12.464156861833573,12.2
12.016037368025327,11.599999999999998
11.99207371219424,11.8
12.339752038372694,12.400000000000002
12.35984786079059,12.800000000000002
10.354291326028346,10.4
8.823421880242666,9.0
13.085072863947584,12.800000000000002
13.05654004454774,13.3
12.959079958669506,13.3
13.34565976818204,13.700000000000001
12.534735585575133,12.6
9.690208143498689,9.6
10.746130638942587,10.5
8.83433202827678,8.5
8.820420167086608,8.900000000000002
10.838662031918492,10.4
9.60933730122087,9.5
8.657024634715007,8.700000000000001
10.53661931788729,10.2
11.001003333822732,10.7
10.604488547762676,10.5
10.666609070111125,10.4
10.68660481882759,10.299999999999999
8.945365983514538,8.900000000000002
8.928092895113714,8.900000000000002
